theme,file_name,chunk_index,chunk_id,chunk_text,chunk_length,has_numbers,has_percentages,has_years,has_sdg_keywords,relevance_score
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,7,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk7,"Finally, Chapter 5 offers the main conclusions drawn from the assessment. Multiple Indicator Cluster Survey MICS purpose and content MICS is a widely used instrument to provide quality data for key indicators of children's and women's well-being. Since its inception in the mid-1990s, the instrument has been continuously developed and contains a large set of tools and procedures for survey planning, data collection, data processing, analysis and reporting, and is supported by UNICEF headquarters for quality assurance and oversight. The standardised methodology of MICS, based on sound statistical and methodological principles, makes it one of the most valuable sources of development indicators for international comparison and trend analysis. With 365 surveys conducted in 121 different countries it has evolved into the largest source of statistics on children and women worldwide. This data has been instrumental in developing and monitoring a wide variety of policies and strategies, enabling governments and organizations to design effective interventions in areas such as health, education, child protection, nutrition, gender equality, water and sanitation, and living standards. The indicators that can be produced by the MICS and the background information collected on persons and households allow for extensive cross-tabulations and advanced analysis. Hence, providing a rich source for analysis on causes and consequences of health, education and social protection of children and women that are relevant to a wide range of interventions and policy evaluations.",229,True,False,False,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,8,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk8,"The indicators that can be produced by the MICS and the background information collected on persons and households allow for extensive cross-tabulations and advanced analysis. Hence, providing a rich source for analysis on causes and consequences of health, education and social protection of children and women that are relevant to a wide range of interventions and policy evaluations. In this sense, the potential of the survey goes far beyond the capability of administrative sources and any statistical sources available for the seven years preceding the MICS 2025. Furthermore, the quality of MICS data implies that the survey is a valuable source for validating administrative records and census results. Structure of the MICS7 questionnaire The seventh round of the surveys - MICS7 - added new components and relaxed the survey regulations to better customise the instrument to the specific country needs. The MICS7 instrument provides standard questionnaires that can be used as a starting point for customisation by each country. It consists of five questionnaires targeting different universes: households, women aged 15-49, men aged 15-49, children aged 5-17 and children under age five. These questionnaires are divided into 86 modules and sub-modules focusing on specific topics relevant to the different universes that potentially can be included in the survey. Of these modules, 33 refer to ‘base topics’ - short sets of questions applicable in all settings, considered essential for understanding the overall well-being of children and women, and preferably included in every MICS survey.",243,True,False,True,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,9,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk9,"These questionnaires are divided into 86 modules and sub-modules focusing on specific topics relevant to the different universes that potentially can be included in the survey. Of these modules, 33 refer to ‘base topics’ - short sets of questions applicable in all settings, considered essential for understanding the overall well-being of children and women, and preferably included in every MICS survey. Some of these modules are necessary for identification purposes and analysis that is considered essential in MICS such as disaggregation of data by age, gender, education, ethnicity, wealth and disability status. Another 53 modules refer to ‘complementary topics’ that can be added based on survey scope, objectives, priorities, content constraints, funding availability and other concerns. While the base topics are generally considered important for survey purposes, there is also flexibility to omit certain modules if they are deemed redundant in a specific country. This flexible questionnaire architecture enables survey customisation to meet the needs of different countries. Annex I presents the MICS7 questionnaires and modules. Each of the questionnaire modules consists of a series of coherent questions that can produce one or more specific indicators relevant to the topic module. If certain modules are omitted, some questions can be transferred to the included modules. Methodological approach Exercise Timeline and Steps The MICS data gap assessment exercise was led by INSTAT. The process began with the development of the assessment methodology, including the identification of potential stakeholders to be consulted and an outline of the final assessment report structure.",249,True,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,10,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk10,"Methodological approach Exercise Timeline and Steps The MICS data gap assessment exercise was led by INSTAT. The process began with the development of the assessment methodology, including the identification of potential stakeholders to be consulted and an outline of the final assessment report structure. The methodological approach was presented to INSTAT in December 2022. In July - August 2023, INSTAT approached the Minister of Health and Social Protection, the Minister of Education and Sport, and the Minister of State for Youth and Children to explain the aim of the assessment. Time was required from these ministries to identify the technical staff or specialists who would engage in this exercise. The same orientation was provided to the UN-INSTAT data group. From September to December 2023, the first round of meetings was held to explain the specific methodology and the information required from the technical groups appointed by the aforementioned stakeholders as input for the data gap assessment. This involved a two-step approach, where stakeholders were first asked to identify the MICS questionnaire modules that cover the policy areas of their respective organizations. Upon receiving this information, stakeholders were provided with a list of indicators that could be produced by the selected modules, and they were asked to rate the relevance of these indicators from their organization’s perspective. In most cases, a second round of meetings was conducted to provide guidance on the rating procedure.",233,True,False,True,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,11,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk11,"Upon receiving this information, stakeholders were provided with a list of indicators that could be produced by the selected modules, and they were asked to rate the relevance of these indicators from their organization’s perspective. In most cases, a second round of meetings was conducted to provide guidance on the rating procedure. Since module identification and indicator rating required internal consultations within the organisations, the process took up most of 2023 and in a few cases, follow up was required early 2024. In addition to consultations with stakeholders on indicator relevance, a full inventory of the relevant data landscape was conducted by the consultants, along an independent desk review was conducted on policy documents related to information that MICS can produce This also included separate meetings with INSTAT staff to identify indicators produced by surveys and censuses in the ten years preceding MICS 2025 or those planned to be produced in the subsequent two years. Upon receiving the final input from stakeholders, a draft assessment report was submitted to and discussed with INSTAT in May 2024. An Albanian version was shared via email with stakeholders, and several presentations on the results were conducted in June 2024, with requests for review and suggestions for improvement. Based on stakeholder feedback, the final report was produced in July 2024. The findings of the data gap assessment are expected to be presented at the Steering Committee meeting planned for September 2024.",237,True,False,True,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,12,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk12,"Based on stakeholder feedback, the final report was produced in July 2024. The findings of the data gap assessment are expected to be presented at the Steering Committee meeting planned for September 2024. Assessment methodology Modules and indicators selection The methodology for the data gap assessment focuses on providing information to guide decisions about inclusion or exclusion of respective modules in the Albania MICS 2025 rather than that of the individual indicators. The rationale for focussing on the level of modules is that each module consists of a series of coherent questions that together produce one or more indicators. For practical reasons, it is usually not feasible to extract specific questions from a module to target individual indicators. Therefore, the content of the Albania MICS 2025 will depend on the decision for each module to be included it in its entirety or excluded altogether. The decision to include a module depends on its importance in filling existing information gaps. This importance, in turn, is based on the importance of the indicator(s) that the module can produce for addressing these gaps. For this reason, the data gap assessment methodology was designed to provide a ranking of modules based on the assessed importance of the indicators they produce. The results presented in this report do not cover all 86 modules of the MICS7 questionnaire.",222,True,False,True,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,13,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk13,"For this reason, the data gap assessment methodology was designed to provide a ranking of modules based on the assessed importance of the indicators they produce. The results presented in this report do not cover all 86 modules of the MICS7 questionnaire. Several modules - such as those on household composition and individual backgrounds - are essential to the MICS methodology and other modules relate to topics that are a-priori considered irrelevant for Albania. In total, 39 modules are considered in this assessment. Information gap dimensions and measurement An information gap is not simply defined by the presence or absence of information. The methodology to rank the importance of the MICS indicators (and hence the importance of the modules) rests on the assessment of three dimensions: Relevance - the country-specific relevance of the indicator information (irrespective of the availability of the information) Recency - the availability and the recency of existing alternative sources - e.g. administrative data, surveys, censuses - that can produce the indicator information. Annex II provides an overview of survey and census sources that have been considered in this assessment. Disaggregation - the possibility to disaggregate available indicator information into relevant target population categories. Three sources provided input for rating the relevance dimension: the involved line ministries and their subordinate institutions, the UN agencies, and the consultants themselves.",221,True,False,False,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,14,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk14,"Disaggregation - the possibility to disaggregate available indicator information into relevant target population categories. Three sources provided input for rating the relevance dimension: the involved line ministries and their subordinate institutions, the UN agencies, and the consultants themselves. Each of the sources used a three-tier scoring system (Low relevance, Medium relevance, and High relevance, quantified as relevance scores of 1, 3, and 5, respectively) to assess the relevance of indicators that can be produced by the modules related to their fields of expertise. The average indicator score from these two types of stakeholders (ministries and UN agencies) each contributed one-third to the relevance score of the module that produces the indicators. The remaining one-third contribution to the module relevance score was derived from the independent assessment by the consultants, based on a desk review of relevant policy documents (see Annex II, Annex IV, and Section 3.2.3 below). The final module relevance score is calculated as the average of the three sources and can range from 1 (indicating that all module indicators are rated with the lowest relevance score) to 5 (indicating that all module indicators are rated with the highest relevance score). Information for the recency dimension was provided by the data-landscape desk review conducted by the consultants in consultations with involved data-producing stakeholders - INSTAT, Ministry of Health and Social Protection and Ministry of Education and Sport.",228,True,False,False,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,MICS_AL_Data_Gap_Assessment - Final 2024.docx,15,MICS_AL_Data_Gap_Assessment - Final 2024.docx_chunk15,"The final module relevance score is calculated as the average of the three sources and can range from 1 (indicating that all module indicators are rated with the lowest relevance score) to 5 (indicating that all module indicators are rated with the highest relevance score). Information for the recency dimension was provided by the data-landscape desk review conducted by the consultants in consultations with involved data-producing stakeholders - INSTAT, Ministry of Health and Social Protection and Ministry of Education and Sport. For each indicator, a three-tier score was assigned, based on the availability and recency of sources to produce the indicator: No sources available since 2010 (5); Sources available, but more than five years old by the time of MICS 2025 data collection i.e. before year 2020 (3); Sources available, less than five years old or anticipated within two years from 2025, i.e., within 2020 - 2027 time period (1). The recency rating of the module is calculated as the average of the indicator scores and can range from 1 (indicating that recent information sources a",176,True,False,True,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,1,cluster1_eu common_position.pdf_chunk1,"AD 18/24 CONF-ALB 3/24 1 LIMITE EN CONFERENCE ON ACCESSION TO THE EUROPEAN UNION - ALBANIA - Brussels, 11 October 2024 (OR. en) AD 18/24 LIMITE CONF-ALB 3 ACCESSION DOCUMENT Subject: EUROPEAN UNION COMMON POSITION - Cluster 1: Fundamentals AD 18/24 CONF-ALB 3/24 2 LIMITE EN EUROPEAN UNION COMMON POSITION This position of the European Union is based on its general position for the Accession conference with Albania (AD 5/22 CONF-ALB 2), and is subject to the negotiating principles endorsed therein, in particular: - any view expressed by either Albania or the EU on a specific chapter of the negotiations will in no way prejudge the position which may be taken on other chapters; - agreements reached in the course of negotiations on specific chapters, even partial ones, may not be considered as final until an overall agreement has been reached for all chapters; as well as to the requirements set out in points 3, 5, 10, 14, 16, 31, 33, 36, 38, 39, 46, 47 and 48 of the Negotiating Framework. The EU encourages Albania to continue the process of alignment with the EU acquis and its effective implementation and enforcement, and in general to develop already before accession, policies and instruments as close as possible to those of the EU.",212,True,False,True,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,2,cluster1_eu common_position.pdf_chunk2,"en) AD 18/24 LIMITE CONF-ALB 3 ACCESSION DOCUMENT Subject: EUROPEAN UNION COMMON POSITION - Cluster 1: Fundamentals AD 18/24 CONF-ALB 3/24 2 LIMITE EN EUROPEAN UNION COMMON POSITION This position of the European Union is based on its general position for the Accession conference with Albania (AD 5/22 CONF-ALB 2), and is subject to the negotiating principles endorsed therein, in particular: - any view expressed by either Albania or the EU on a specific chapter of the negotiations will in no way prejudge the position which may be taken on other chapters; - agreements reached in the course of negotiations on specific chapters, even partial ones, may not be considered as final until an overall agreement has been reached for all chapters; as well as to the requirements set out in points 3, 5, 10, 14, 16, 31, 33, 36, 38, 39, 46, 47 and 48 of the Negotiating Framework. The EU encourages Albania to continue the process of alignment with the EU acquis and its effective implementation and enforcement, and in general to develop already before accession, policies and instruments as close as possible to those of the EU. The EU notes that Albania, in its position AD 19/24 CONF-ALB 4 accepts the EU acquis under Cluster 1 as in force on 2 October 2024 and that it will be ready to implement it by the date of its accession to the European Union. AD 18/24 CONF-ALB 3/24 3 LIMITE EN 1.",243,True,False,True,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,3,cluster1_eu common_position.pdf_chunk3,"The EU notes that Albania, in its position AD 19/24 CONF-ALB 4 accepts the EU acquis under Cluster 1 as in force on 2 October 2024 and that it will be ready to implement it by the date of its accession to the European Union. AD 18/24 CONF-ALB 3/24 3 LIMITE EN 1. Functioning of democratic institutions The EU notes that Albania has laid down in its constitutional order the foundations of a democratic state and is pursuing the consolidation of its democratic institutions and that the legal and institutional framework allows for a democratic electoral process. The EU invites Albania to address several legal ambiguities and discrepancies highlighted by OSCE/ODIHR, as well as other joint recommendations of OSCE/ODIHR and the Venice Commission. The legislation on media in election campaigns, in particular on disinformation and online platforms needs to be further strengthened. On financing of political parties and election campaigns, the EU takes positive note that the revision of the legislative framework has provided for more transparency, but implementation needs to be consolidated. The EU notes that the role of Albania’s assembly has been consolidating over time. The EU encourages further efforts to increase transparency and accountability, integrity, and effectiveness, including with regard to interactions between the Parliament and NGOs/CSOs and with regard to its publications. The EU recalls that a functioning Parliament exercising an effective oversight and legislative role is a central pillar of the accession process.",238,True,False,True,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,4,cluster1_eu common_position.pdf_chunk4,"The EU encourages further efforts to increase transparency and accountability, integrity, and effectiveness, including with regard to interactions between the Parliament and NGOs/CSOs and with regard to its publications. The EU recalls that a functioning Parliament exercising an effective oversight and legislative role is a central pillar of the accession process. The EU recalls the need for Parliament to be able to make use of all mechanisms including inquiry committees to effectively oversee Government work. The EU underlines that constructive and inclusive political dialogue in the parliament is crucial and in the interest of Albanian citizens. The EU further notes that despite parliamentary activity continues to be negatively affected by political polarisation, Parliament succeeded in adopting with a large cross-party majority legislative amendments to strengthen its role in the EU integration process. The EU underlines that overall, the legal, regulatory and institutional framework for Civil Society Organisations is in place, but improvements are needed to enable full implementation of the legal framework, in particular for the registration procedures. The EU notes that consultation processes need to be improved to become more inclusive, to increase their effectiveness and quality, and that additional efforts and resources are needed to ensure a sustainable and enabling environment for civil society. AD 18/24 CONF-ALB 3/24 4 LIMITE EN 2. Public administration reform The EU notes that Albania is moderately prepared on the strategic framework of its public administration reform.",234,True,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,5,cluster1_eu common_position.pdf_chunk5,"AD 18/24 CONF-ALB 3/24 4 LIMITE EN 2. Public administration reform The EU notes that Albania is moderately prepared on the strategic framework of its public administration reform. The EU underlines the need for Albania to develop and adopt timely its new Public Administration Reform (PAR) and Public Financial Management (PFM) strategies to ensure continuity of the reforms. The overall consistency of the PAR Strategy with other strategic and policy-planning documents, as well as the financial sustainability of PAR-related reforms should be ensured. The EU underlines that the policy coordination system remains complex and should be simplified and that the coordination and political steering for implementing and monitoring the reforms should be enhanced. The EU underlines that Albania is moderately prepared on its policy development and coordination. In the area of policy development, the legislation is partially aligned with EU standards. The EU underlines that Albania needs to upgrade its regulatory framework to improve medium-term policy planning, extend the use of regulatory impact assessment to all secondary legislation and reinforce the role of parliamentary oversight of government. The EU notes Albania’s civil service legislation is broadly aligned with the core principles of merit- based and transparent recruitment, promotion and dismissal. However, provisions on merit-based recruitment and promotion need to be consistently implemented at all levels in practice. The EU also notes Albania needs to reform its remuneration system to make it more transparent and fairer with clear criteria for salary supplements and increases.",243,True,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,6,cluster1_eu common_position.pdf_chunk6,"However, provisions on merit-based recruitment and promotion need to be consistently implemented at all levels in practice. The EU also notes Albania needs to reform its remuneration system to make it more transparent and fairer with clear criteria for salary supplements and increases. The EU underlines that Albania should also harmonise and implement the job classification system across the institutions. The EU notes that the current legal framework for the organisation of central administrative bodies does not provide a clear typology and criteria for the creation of subordinated bodies, nor does it clarify accountability lines between supervisory and subordinated bodies. The EU invites Albania to address that, as well as to strengthen the oversight of subordinated agencies by the respective ministries. The EU further underlines that Albania should improve the transparency of public institutions, including by strengthening access to public information for citizens. AD 18/24 CONF-ALB 3/24 5 LIMITE EN The EU recalls that digitalisation is the path to a better public administration providing more efficient, effective and high-quality e-services with reduced administrative costs and burden for citizens and businesses. The EU takes note that Albania has undertaken an ambitious process of digitalisation of public services to currently reach about 95% of all public services. The EU invites Albania to guarantee equal treatment and accessibility to administrative services for all citizens and businesses. The EU further encourages Albania to continue efforts on simplification of administrative processes and services and to strengthen cyber security.",243,True,True,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,7,cluster1_eu common_position.pdf_chunk7,"The EU invites Albania to guarantee equal treatment and accessibility to administrative services for all citizens and businesses. The EU further encourages Albania to continue efforts on simplification of administrative processes and services and to strengthen cyber security. The EU takes note of Albania’s plans to revise its legislation on interoperability. With that in view, the EU recalls the need to also strengthen cross-border interoperability through a national interoperability framework that is fully aligned with the European Interoperability Framework as a basis for interoperable, human-centric, digital public services. The EU encourages Albania to monitor developments in the EU’s digital acquis, in particular EU’s legislation on electronic identification and trust services (eIDAS Regulation), which is currently being revised, in order to set up a national digital identity wallet. The EU notes that Albania has in place a well-established framework for public finance management. The EU underlines the importance for Albania to further improve the medium-term budgetary framework and increase the institutional capacities for the monitoring of fiscal risks and enhance public investment management. The EU encourages Albania to establish a Fiscal Council in order to strengthen the credibility of fiscal policies in the country. 3. Chapter 23 - Judiciary and fundamental rights The EU underlines that Albania’s legislative and institutional framework has a high level of alignment with the EU acquis and relevant European standards in the functioning of the judiciary.",230,True,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,8,cluster1_eu common_position.pdf_chunk8,"3. Chapter 23 - Judiciary and fundamental rights The EU underlines that Albania’s legislative and institutional framework has a high level of alignment with the EU acquis and relevant European standards in the functioning of the judiciary. The EU notes Albania’s plan to further advance the 2016 justice reform by continuing to strengthen the independence of magistrates and of the judicial and prosecutorial systems, to consolidate the accountability and integrity at all levels, to ensure accessibility and quality of justice, and ensure efficient delivery of justice in compliance with the EU acquis and European standards. AD 18/24 CONF-ALB 3/24 6 LIMITE EN The EU notes Albania’s advancements in the independence and impartiality of the judicial and prosecutorial systems. The EU notes Albania’s plans to continue to develop the capacity, independence and efficiency of the self-governing bodies of the judiciary and to consolidate progress through merit-based appointments and career advancement, enhancing transparency of promotions, rigorously upholding and applying thoroughly periodic integrity checks in the course of a magistrate’s career. The EU also notes Albania’s engagement to follow the high standards set by the vetting process and to ensuring that the rules of random allocation of cases are effectively applied in practice. The EU further positively notes Albania’s plans to further strengthen the resilience of the justice institutions to instances of internal and external interference.",223,True,False,True,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,9,cluster1_eu common_position.pdf_chunk9,"The EU also notes Albania’s engagement to follow the high standards set by the vetting process and to ensuring that the rules of random allocation of cases are effectively applied in practice. The EU further positively notes Albania’s plans to further strengthen the resilience of the justice institutions to instances of internal and external interference. The EU underlines the need for both the executive and the legislative of Albania to respect and fully implement, as a matter of priority, binding decisions of the Constitutional Court. The EU underlines the importance for Albania to ensure the highest integrity, transparency and merit-based standards in the appointment of the members of the self-regulatory bodies and of other key judicial and prosecutorial bodies. The EU notes that Albania has a legal and institutional framework that ensures a robust regulation of accountability. The EU positively notes Albania’s continued good implementation of the vetting process and its plan to orderly complete the vetting process within the constitutional deadlines, under the oversight of the International Monitoring Operation. The EU underlines Albania’s need to continue the initiation of criminal procedures against judges and prosecutors accused of criminal conduct during the vetting process and the importance of applying the high standards set by the vetting process.",207,False,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,10,cluster1_eu common_position.pdf_chunk10,"The EU positively notes Albania’s continued good implementation of the vetting process and its plan to orderly complete the vetting process within the constitutional deadlines, under the oversight of the International Monitoring Operation. The EU underlines Albania’s need to continue the initiation of criminal procedures against judges and prosecutors accused of criminal conduct during the vetting process and the importance of applying the high standards set by the vetting process. The EU also notes that Albania plans to ensure that inspection services and the self- governing institutions, notably the High Justice Inspector, High Judicial and the High Prosecutorial Council, consistently enable a solid the track record of accountability and integrity in the judicial system at all levels. Albania needs to ensure highest level of integrity and merit in the appointments of non-magistrate members of the High Judicial and the High Prosecutorial Council. AD 18/24 CONF-ALB 3/24 7 LIMITE EN The EU notes Albania’s good basis for quality and efficiency of the judicial system. The EU positively notes Albania’s plan to ensure sufficient human and financial resources to enable the judiciary to function fully, efficiently and independently and to guarantee the right to access to justice. The EU positively underlines Albania’s plan to strengthen the School of Magistrates, including the improvement of entry examination based on transparency and fair competition, to offer a higher-level education to the aspiring magistrates.",228,True,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,11,cluster1_eu common_position.pdf_chunk11,"The EU positively notes Albania’s plan to ensure sufficient human and financial resources to enable the judiciary to function fully, efficiently and independently and to guarantee the right to access to justice. The EU positively underlines Albania’s plan to strengthen the School of Magistrates, including the improvement of entry examination based on transparency and fair competition, to offer a higher-level education to the aspiring magistrates. The EU notes Albania’s plan to improve the IT tools at the disposal of courts, and invites the timely establishment of an integrated case management system and steady filling of remaining judicial vacancies as a matter of urgency for efficiency of justice. The EU notes that Albania’s legislative and institutional framework on anti-corruption is partially aligned with the EU acquis. The EU notes positively some final convictions on corruption charges against high-ranking officials. The EU underlines nevertheless that corruption is prevalent in most areas of public and business life, including in all branches of central and local government and institutions and remains an area of serious concern. The EU further notes that anti-corruption measures have had overall a limited impact so far particularly in the sectors most at risk of corruption. The EU notes Albania’s plans to further amend its legal and institutional framework on fight against corruption, to reduce its complexity and ensure its efficiency.",221,False,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,12,cluster1_eu common_position.pdf_chunk12,"The EU further notes that anti-corruption measures have had overall a limited impact so far particularly in the sectors most at risk of corruption. The EU notes Albania’s plans to further amend its legal and institutional framework on fight against corruption, to reduce its complexity and ensure its efficiency. The EU underlines that Albania needs to make decisive progress towards tackling impunity and the generalised and wide- spread nature of corruption, and positively notes Albania’s plans to strengthen the institutional capacities and coordination of the corruption prevention institutions, consolidate the operational and human capacities of Special Prosecutor for Corruption and Organised Crime (SPAK) and SPAK courts and towards establishing a solid track-record in the systemic repression of corruption, notably at high level, including final confiscation of assets. The EU notes Albania’s plan to strengthen the efficiency of the corruption prevention framework, including by addressing systematically and effectively the recommendations of Council of Europe’s Group of States against Corruption (GRECO). The EU notes the importance for Albania to ensure that future legal changes to criminal legislation, including potential amnesties, are in line with EU acquis and European standards and are conductive to the country’s plan to consistently reduce corruption.",198,False,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,cluster1_eu common_position.pdf,13,cluster1_eu common_position.pdf_chunk13,"The EU notes Albania’s plan to strengthen the efficiency of the corruption prevention framework, including by addressing systematically and effectively the recommendations of Council of Europe’s Group of States against Corruption (GRECO). The EU notes the importance for Albania to ensure that future legal changes to criminal legislation, including potential amnesties, are in line with EU acquis and European standards and are conductive to the country’s plan to consistently reduce corruption. AD 18/24 CONF-ALB 3/24 8 LIMITE EN The EU notes that Albania’s legal and institutional framework is partially aligned with EU acquis and European standards on fundamental rights and underlines that implementation needs to be strengthened to guarantee the enjoyment of fundamental rights in practice, including strengthening the capacities of the independent fundamental rights institutions. The EU notes that further efforts remain necessary to ensure the protection of personal data in Albania. The EU notes Albania’s plan to align its legal framework on protection of personal data with the EU acquis and to enhance the institutional capacity of the Information and Data Protection Commissioner as well as of public and private controllers to ensure effective enforcement of the right, including public awareness measures. The EU underlines Albania’s plan to effectively investigate breaches of data protection rights, including large-scale ones. The EU notes that regarding freedom of expression Albania’s legal and institutional framework is partially align",226,True,False,False,False,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,UN Albania inputs to EU Enlargement Package 2025.docx,1,UN Albania inputs to EU Enlargement Package 2025.docx_chunk1,"UN Albania Inputs for EU Enlargement Package 2025 CLUSTER 1: THE FUNDAMENTALS OF THE ACCESSION PROCESS FUNCTIONING OF DEMOCRATIC INSTITUTIONS AND PUBLIC ADMINISTRATION REFORM Democracy Elections UN WOMEN Women’s Political Representation: As of January 2025, Albania ranks 23rd for Women in Cabinet Ministers and 44th for Women in Parliament, dropping 23 and 2 places respectively since 2023. Despite this, Albania surpasses the EU average for Women in Parliament (35.7% vs. 31.8%) and has notable female leadership, including the Speaker of Parliament. Women remain significantly underrepresented in municipal leadership. After the 2023 local elections, the number of women mayors remained without change since the previous local elections at 13% (i.e. 8 women mayors out of 61 municipalities). Many women resigned from municipal council positions, often to make way for men. In Tirana, only 16% of Administrators in Administrative Units are women. Data on representation of women from diverse groups is lacking. Albania's obligations on women's political participation are guided by international standards, including CEDAW and the Beijing Platform for Action. Sustainable Development Goal 5 aims for gender equality and women's full participation in decision-making. The CEDAW Committee's General Recommendations No.23 (1997) and No.40 (2024) provide guidance for achieving equal and inclusive representation of women in decision-making systems, emphasizing parity and comprehensive measures across all sectors. Violence Against Women in Elections: Violence against women in elections and politics in Albania includes media bias, verbal attacks, and pressure to resign.",237,True,True,True,True,0.0
Sustainable Development  Cross-cutting - Integrated/Sustainable Development – Cross-cutting - Integrated,UN Albania inputs to EU Enlargement Package 2025.docx,2,UN Albania inputs to EU Enlargement Package 2025.docx_chunk2,"The CEDAW Committee's General Recommendations No.23 (1997) and No.40 (2024) provide guidance for achieving equal and inclusive representation of women in decision-making systems, emphasizing parity and comprehensive measures across all sectors. Violence Against Women in Elections: Violence against women in elections and politics in Albania includes media bias, verbal attacks, and pressure to resign. This issue emerged prominently during the 2021 parliamentary elections and the 2023 local elections. Media often delegitimizes women by focusing on their appearance rather than their contributions. Women face various forms of violence and discrimination, including sexist language, threats, and exclusion from party finances,. UN Women is commissioning social media monitoring for the forthcoming national elections to address these challenges and ensure fair representation. Electoral Code and Voting System: The Electoral Code mandates that political party candidate lists for parliamentary elections must include at least 30% representation of both genders. The 2024 amendments to the Electoral Code replaced the preferential voting system, allowing voters to choose their preferred party or coalition and cast a vote for their preferred candidate. Mandates are distributed based on votes received in each district, starting with the multi-name list and then preferential votes if necessary. The 2024 amendments to the Electoral Code also require the gender quota to be fulfilled in the final outcome list subject to preferential voting. Additionally, the 2024 amendments enabled voting for Albanian citizens living abroad, a significant democratic achievement.",233,True,True,True,False,0.0
